order date (DateOrders),shipping date (DateOrders),Shipping Mode,Order Region,Order Country,Order State,order_month,actual_delay_days,Days for shipment (scheduled),is_late,Category Name,Late_delivery_risk
2016-09-06 13:30:00,2016-09-08 13:30:00,Standard Class,North Africa,Egipto,Al Bahr al Ahmar,9,2,4,0,Cleats,0
2017-01-06 01:25:00,2017-01-11 01:25:00,Standard Class,North Africa,Marruecos,Garb-Chrarda-Beni Hsen,1,5,4,1,Cleats,1
2016-12-28 07:33:00,2017-01-03 07:33:00,Standard Class,West Africa,Costa de Marfil,Lagunes,12,6,4,1,Women's Apparel,1
2016-08-25 18:46:00,2016-08-30 18:46:00,Standard Class,North Africa,Egipto,Al Bahr al Ahmar,8,5,4,1,Women's Apparel,1
2016-09-05 10:10:00,2016-09-09 10:10:00,Standard Class,West Africa,Níger,Niamey,9,4,4,0,Shop By Sport,0
2016-11-28 09:00:00,2016-12-03 09:00:00,Standard Class,North Africa,Marruecos,Rabat-Salé-Zemur-Zaer,11,5,4,1,Shop By Sport,1
2016-09-02 13:30:00,2016-09-05 13:30:00,Standard Class,Southern Africa,SudAfrica,Gauteng,9,3,4,0,Girls' Apparel,0
2016-11-19 21:27:00,2016-11-23 21:27:00,Standard Class,North Africa,Marruecos,Marrakech-Tensift-Al Hauz,11,4,4,0,Women's Apparel,0
2016-09-14 05:26:00,2016-09-16 05:26:00,Standard Class,North Africa,Sudán,Mar Rojo,9,2,4,0,Women's Apparel,0
2016-11-05 09:13:00,2016-11-10 09:13:00,Standard Class,West Africa,Nigeria,Lagos,11,5,4,1,Women's Apparel,1
2016-12-08 12:08:00,2016-12-12 12:08:00,Standard Class,West Africa,Nigeria,Lagos,12,4,4,0,Accessories,0
2017-01-14 14:22:00,2017-01-19 14:22:00,Standard Class,East Africa,Mozambique,Zambezia,1,5,4,1,Cardio Equipment,1
2016-11-05 19:43:00,2016-11-10 19:43:00,Standard Class,Southern Africa,SudAfrica,Cabo Oriental,11,5,4,1,Cardio Equipment,1
2016-09-17 23:07:00,2016-09-20 23:07:00,Standard Class,East Africa,Tanzania,Shinyanga,9,3,4,0,Cardio Equipment,0
2016-11-14 13:14:00,2016-11-17 13:14:00,Standard Class,East Africa,Somalia,Jubbada Hoose,11,3,4,0,Cardio Equipment,0
2016-12-11 15:49:00,2016-12-16 15:49:00,Standard Class,East Africa,Ruanda,Meridional,12,5,4,1,Cardio Equipment,1
2016-12-11 15:49:00,2016-12-16 15:49:00,Standard Class,East Africa,Ruanda,Meridional,12,5,4,1,Cardio Equipment,1
2016-11-08 13:14:00,2016-11-10 13:14:00,Standard Class,North Africa,Egipto,El Cairo,11,2,4,0,Cardio Equipment,0
2016-11-22 02:00:00,2016-11-26 02:00:00,Standard Class,Southern Africa,SudAfrica,KwaZulu-Natal,11,4,4,0,Cardio Equipment,0
2016-08-31 12:06:00,2016-09-02 12:06:00,Standard Class,West Asia,Turquía,Estambul,8,2,4,0,Men's Footwear,0
2016-09-03 13:41:00,2016-09-05 13:41:00,Standard Class,West Asia,Israel,Jerusalén,9,2,4,0,Men's Footwear,0
2016-02-16 04:09:00,2016-02-20 04:09:00,Standard Class,Oceania,Australia,Queensland,2,4,4,0,Cleats,0
2015-12-31 19:27:00,2016-01-03 19:27:00,Standard Class,Oceania,Australia,Nueva Gales del Sur,12,3,4,0,Men's Footwear,0
2016-03-26 08:07:00,2016-03-28 08:07:00,Standard Class,Oceania,Nueva Zelanda,Wellington,3,2,4,0,Men's Footwear,0
2016-01-02 00:11:00,2016-01-07 00:11:00,Standard Class,Oceania,Australia,Victoria,1,5,4,1,Men's Footwear,1
2018-01-27 02:38:00,2018-02-02 02:38:00,Standard Class,Oceania,Australia,Queensland,1,6,4,1,Women's Clothing,1
2016-01-03 07:22:00,2016-01-07 07:22:00,Standard Class,South Asia,Bangladés,Daca,1,4,4,0,Men's Footwear,0
2016-02-14 05:54:00,2016-02-16 05:54:00,Standard Class,South Asia,India,Uttar Pradesh,2,2,4,0,Men's Footwear,0
2015-11-28 01:06:00,2015-12-03 01:06:00,Standard Class,Southeast Asia,Tailandia,Bangkok,11,5,4,1,Men's Footwear,1
2015-12-11 15:17:00,2015-12-17 15:17:00,Standard Class,Southeast Asia,Tailandia,Bangkok,12,6,4,1,Men's Footwear,1
2016-09-17 04:12:00,2016-09-21 04:12:00,Standard Class,West Asia,Irak,Bagdad,9,4,4,0,Cleats,0
2016-09-03 13:41:00,2016-09-05 13:41:00,Standard Class,West Asia,Israel,Jerusalén,9,2,4,0,Men's Footwear,0
2016-12-12 01:59:00,2016-12-16 01:59:00,Standard Class,West Asia,Turquía,Adana,12,4,4,0,Men's Footwear,0
2016-10-28 15:11:00,2016-11-01 15:11:00,Standard Class,West Asia,Arabia Saudí,Riad,10,4,4,0,Men's Footwear,0
2017-12-27 20:01:00,2017-12-29 20:01:00,Standard Class,Eastern Asia,China,Guangdong,12,2,4,0,Crafts,0
2016-02-12 12:34:00,2016-02-16 12:34:00,Standard Class,Eastern Asia,China,Tianjin,2,4,4,0,Men's Footwear,0
2016-03-15 07:58:00,2016-03-18 07:58:00,Standard Class,Oceania,Australia,Australia Occidental,3,3,4,0,Cleats,0
2016-03-28 00:25:00,2016-03-30 00:25:00,Standard Class,Oceania,Nueva Zelanda,Otago,3,2,4,0,Men's Footwear,0
2016-03-14 20:03:00,2016-03-18 20:03:00,Standard Class,Oceania,Australia,Victoria,3,4,4,0,Men's Footwear,0
2015-11-18 09:53:00,2015-11-23 09:53:00,Standard Class,South Asia,India,Maharashtra,11,5,4,1,Men's Footwear,1
2015-12-20 16:29:00,2015-12-26 16:29:00,Standard Class,Southeast Asia,Filipinas,Capital Nacional,12,6,4,1,Men's Footwear,1
2016-12-12 01:59:00,2016-12-16 01:59:00,Standard Class,West Asia,Turquía,Adana,12,4,4,0,Men's Footwear,0
2016-09-10 05:47:00,2016-09-14 05:47:00,Standard Class,West Asia,Turquía,Mersin,9,4,4,0,Men's Footwear,0
2016-10-28 15:11:00,2016-11-01 15:11:00,Standard Class,West Asia,Arabia Saudí,Riad,10,4,4,0,Men's Footwear,0
2016-09-07 01:04:00,2016-09-12 01:04:00,Standard Class,Central Asia,Kazajistán,Karagandá,9,5,4,1,Men's Footwear,1
2015-11-11 03:45:00,2015-11-14 03:45:00,Standard Class,Eastern Asia,China,Shandong,11,3,4,0,Men's Footwear,0
2015-12-13 22:17:00,2015-12-16 22:17:00,Standard Class,Eastern Asia,China,Jiangsu,12,3,4,0,Men's Footwear,0
2016-01-07 05:57:00,2016-01-11 05:57:00,Standard Class,Eastern Asia,China,Liaoning,1,4,4,0,Men's Footwear,0
2017-12-14 15:39:00,2017-12-18 15:39:00,Standard Class,Eastern Asia,China,Hunan,12,4,4,0,Women's Clothing,0
2016-03-15 03:45:00,2016-03-21 03:45:00,Standard Class,Oceania,Australia,Queensland,3,6,4,1,Cleats,1
2016-03-16 10:14:00,2016-03-19 10:14:00,Standard Class,Oceania,Australia,Victoria,3,3,4,0,Men's Footwear,0
2016-02-06 02:25:00,2016-02-10 02:25:00,Standard Class,Oceania,Australia,Victoria,2,4,4,0,Men's Footwear,0
2018-01-28 15:46:00,2018-01-30 15:46:00,Standard Class,Oceania,Australia,Australia del Sur,1,2,4,0,Women's Clothing,0
2015-12-18 05:59:00,2015-12-22 05:59:00,Standard Class,South Asia,India,Rajastán,12,4,4,0,Men's Footwear,0
2017-01-17 12:26:00,2017-01-22 12:26:00,Standard Class,South Asia,Irán,Kerman,1,5,4,1,Men's Footwear,1
2017-12-13 20:44:00,2017-12-18 20:44:00,Standard Class,South Asia,India,Guyarat,12,5,4,1,Women's Clothing,1
2017-12-26 18:26:00,2017-12-30 18:26:00,Standard Class,Southeast Asia,Indonesia,Java Central,12,4,4,0,Crafts,0
2016-01-27 12:14:00,2016-01-29 12:14:00,Standard Class,Southeast Asia,Indonesia,Java Occidental,1,2,4,0,Men's Footwear,0
2018-01-30 11:54:00,2018-02-02 11:54:00,Standard Class,Southeast Asia,Myanmar (Birmania),Rangún,1,3,4,0,Women's Clothing,0
2016-08-30 08:47:00,2016-09-03 08:47:00,Standard Class,West Asia,Turquía,Kütahya,8,4,4,0,Men's Footwear,0
2016-11-17 04:59:00,2016-11-22 04:59:00,Standard Class,West Asia,Irak,Bagdad,11,5,4,1,Men's Footwear,1
2016-12-29 15:26:00,2016-12-31 15:26:00,Standard Class,Central Asia,Uzbekistán,Namangán,12,2,4,0,Men's Footwear,0
2016-03-10 04:59:00,2016-03-12 04:59:00,Standard Class,Eastern Asia,China,Hubei,3,2,4,0,Cleats,0
2017-11-24 19:11:00,2017-11-28 19:11:00,Standard Class,Eastern Asia,China,Heilongjiang,11,4,4,0,Men's Clothing,0
2016-12-10 13:11:00,2016-12-14 13:11:00,Standard Class,West Africa,Benín,Mono,12,4,4,0,Women's Apparel,0
2016-10-26 06:25:00,2016-10-28 06:25:00,Standard Class,West Africa,Nigeria,Akwa Ibom,10,2,4,0,Women's Apparel,0
2016-10-19 06:36:00,2016-10-22 06:36:00,Standard Class,West Africa,Nigeria,Delta,10,3,4,0,Shop By Sport,0
2016-11-06 23:24:00,2016-11-10 23:24:00,Standard Class,Central Africa,República Democrática del Congo,Bandundu,11,4,4,0,Shop By Sport,0
2016-09-29 16:27:00,2016-10-05 16:27:00,Standard Class,West Africa,Nigeria,Lagos,9,6,4,1,Women's Apparel,1
2016-09-03 12:38:00,2016-09-07 12:38:00,Standard Class,Central Africa,Camerún,Ouest,9,4,4,0,Women's Apparel,0
2016-11-07 10:15:00,2016-11-12 10:15:00,Standard Class,Central Africa,Angola,Luanda,11,5,4,1,Women's Apparel,1
2016-11-12 05:10:00,2016-11-15 05:10:00,Standard Class,West Africa,Nigeria,Borno,11,3,4,0,Women's Apparel,0
2016-11-26 12:30:00,2016-11-29 12:30:00,Standard Class,East Africa,Kenia,Nairobi,11,3,4,0,Women's Apparel,0
2016-12-09 22:07:00,2016-12-15 22:07:00,Standard Class,East Africa,Zambia,Copperbelt,12,6,4,1,Women's Apparel,1
2016-10-02 15:55:00,2016-10-07 15:55:00,Standard Class,West Africa,Nigeria,Lagos,10,5,4,1,Women's Apparel,1
2016-10-20 21:30:00,2016-10-24 21:30:00,Standard Class,Central Africa,Camerún,Littoral,10,4,4,0,Women's Apparel,0
2016-10-06 14:51:00,2016-10-12 14:51:00,Standard Class,Central Africa,República Democrática del Congo,Kasai Oriental,10,6,4,1,Shop By Sport,1
2016-12-19 09:30:00,2016-12-24 09:30:00,Standard Class,West Africa,Togo,Marítima,12,5,4,1,Women's Apparel,1
2016-09-02 12:48:00,2016-09-08 12:48:00,Standard Class,Southern Africa,SudAfrica,Gauteng,9,6,4,1,Accessories,1
2016-10-11 15:22:00,2016-10-16 15:22:00,Standard Class,West Africa,Senegal,Dakar,10,5,4,1,Accessories,1
2016-10-11 12:34:00,2016-10-13 12:34:00,Standard Class,East Africa,Madagascar,Boeny,10,2,4,0,Accessories,0
2016-10-27 00:59:00,2016-11-01 00:59:00,Standard Class,West Africa,Togo,Marítima,10,5,4,1,Trade-In,1
2016-10-05 08:44:00,2016-10-10 08:44:00,Standard Class,West Africa,Nigeria,Kano,10,5,4,1,Trade-In,1
2016-12-28 18:46:00,2016-12-31 18:46:00,Standard Class,North Africa,Argelia,Annaba,12,3,4,0,Electronics,0
2016-09-01 23:08:00,2016-09-03 23:08:00,Standard Class,North Africa,Marruecos,Gran Casablanca,9,2,4,0,Hunting & Shooting,0
2016-12-02 06:54:00,2016-12-05 06:54:00,Standard Class,West Africa,Benín,Littoral,12,3,4,0,Tennis & Racquet,0
2016-10-08 16:15:00,2016-10-10 16:15:00,Standard Class,North Africa,Sudán,Jartum,10,2,4,0,Cardio Equipment,0
2016-08-30 02:49:00,2016-09-01 02:49:00,Standard Class,East Africa,Tanzania,Dar es Salaam,8,2,4,0,Cleats,0
2016-10-18 14:29:00,2016-10-20 14:29:00,Standard Class,North Africa,Egipto,El Cairo,10,2,4,0,Shop By Sport,0
2016-08-29 10:42:00,2016-09-04 10:42:00,Standard Class,Southern Africa,SudAfrica,Cabo Occidental,8,6,4,1,Women's Apparel,1
2016-12-29 13:20:00,2017-01-04 13:20:00,Standard Class,Southern Africa,SudAfrica,Cabo Occidental,12,6,4,1,Electronics,1
2015-10-13 22:53:00,2015-10-19 22:53:00,Standard Class,Western Europe,Francia,Languedoc-Rosellón-Mediodía-Pirineos,10,6,4,1,Baseball & Softball,1
2016-09-29 04:11:00,2016-10-05 04:11:00,Standard Class,Eastern Europe,Ucrania,Khmelnytskyi,9,6,4,1,Fitness Accessories,1
2015-08-10 21:35:00,2015-08-13 21:35:00,Standard Class,Western Europe,Francia,Bretaña,8,3,4,0,Cardio Equipment,0
2015-08-14 16:40:00,2015-08-17 16:40:00,Standard Class,Southern Europe,España,Madrid,8,3,4,0,Electronics,0
2015-08-10 05:07:00,2015-08-16 05:07:00,Standard Class,Western Europe,Francia,Isla de Francia,8,6,4,1,Cardio Equipment,1
2017-07-29 19:42:00,2017-07-31 19:42:00,Standard Class,Western Europe,Francia,Languedoc-Rosellón-Mediodía-Pirineos,7,2,4,0,Cardio Equipment,0
2017-09-05 10:32:00,2017-09-09 10:32:00,Standard Class,Western Europe,Francia,Centro-Valle de Loira,9,4,4,0,Cardio Equipment,0
2017-06-28 22:43:00,2017-06-30 22:43:00,Standard Class,Western Europe,Francia,Isla de Francia,6,2,4,0,Cardio Equipment,0
2015-06-15 10:27:00,2015-06-20 10:27:00,Standard Class,Western Europe,Alemania,Renania del Norte-Westfalia,6,5,4,1,Electronics,1
2017-07-06 23:03:00,2017-07-12 23:03:00,Standard Class,Southern Europe,Italia,Véneto,7,6,4,1,Cardio Equipment,1
2017-09-05 00:02:00,2017-09-09 00:02:00,Standard Class,Southern Europe,Italia,Marche,9,4,4,0,Cardio Equipment,0
2016-11-17 02:32:00,2016-11-20 02:32:00,Standard Class,Eastern Europe,Polonia,Pomerania,11,3,4,0,Cardio Equipment,0
2017-07-15 03:15:00,2017-07-21 03:15:00,Standard Class,Southern Europe,España,Castilla-La Mancha,7,6,4,1,Cardio Equipment,1
2017-09-13 07:01:00,2017-09-15 07:01:00,Standard Class,Western Europe,Francia,Isla de Francia,9,2,4,0,Cardio Equipment,0
2015-10-03 15:33:00,2015-10-08 15:33:00,Standard Class,Western Europe,Francia,Provenza-Alpes-Costa Azul,10,5,4,1,Fitness Accessories,1
2015-10-03 01:53:00,2015-10-09 01:53:00,Standard Class,Southern Europe,Portugal,Lisboa,10,6,4,1,Fitness Accessories,1
2017-09-02 21:35:00,2017-09-07 21:35:00,Standard Class,Northern Europe,Reino Unido,Inglaterra,9,5,4,1,As Seen on  TV!,1
2016-11-16 10:04:00,2016-11-22 10:04:00,Standard Class,Eastern Europe,Rumania,Satu Mare,11,6,4,1,Cardio Equipment,1
2017-03-13 21:18:00,2017-03-16 21:18:00,Standard Class,Central America,México,Jalisco,3,3,4,0,Cleats,0
2017-06-01 08:13:00,2017-06-07 08:13:00,Standard Class,South America,Colombia,Norte de Santander,6,6,4,1,Cleats,1
2017-02-21 05:12:00,2017-02-23 05:12:00,Standard Class,Central America,México,Zacatecas,2,2,4,0,Cleats,0
2017-04-06 11:27:00,2017-04-10 11:27:00,Standard Class,Central America,México,Chihuahua,4,4,4,0,Cleats,0
2017-01-27 02:16:00,2017-02-02 02:16:00,Standard Class,South America,Brasil,Distrito Federal,1,6,4,1,Cleats,1
2015-02-12 20:36:00,2015-02-15 20:36:00,Standard Class,South America,Brasil,Pará,2,3,4,0,Women's Apparel,0
2017-03-05 18:30:00,2017-03-07 18:30:00,Standard Class,South America,Brasil,Santa Catarina,3,2,4,0,Women's Apparel,0
2017-05-05 17:53:00,2017-05-09 17:53:00,Standard Class,Central America,México,Nuevo León,5,4,4,0,Women's Apparel,0
2015-04-19 04:03:00,2015-04-21 04:03:00,Standard Class,South America,Colombia,Huila,4,2,4,0,Shop By Sport,0
2015-03-20 01:17:00,2015-03-24 01:17:00,Standard Class,Central America,México,Puebla,3,4,4,0,Women's Apparel,0
2017-05-22 01:56:00,2017-05-25 01:56:00,Standard Class,Caribbean,República Dominicana,Santo Domingo,5,3,4,0,Women's Apparel,0
2017-05-18 12:26:00,2017-05-22 12:26:00,Standard Class,Central America,México,Querétaro,5,4,4,0,Shop By Sport,0
2015-02-20 11:29:00,2015-02-25 11:29:00,Standard Class,Caribbean,Trinidad y Tobago,Chaguanas,2,5,4,1,Shop By Sport,1
2015-05-04 15:04:00,2015-05-10 15:04:00,Standard Class,Central America,Guatemala,Chimaltenango,5,6,4,1,Shop By Sport,1
2017-02-19 07:19:00,2017-02-25 07:19:00,Standard Class,South America,Brasil,Minas Gerais,2,6,4,1,Women's Apparel,1
2015-01-30 09:14:00,2015-02-04 09:14:00,Standard Class,Central America,México,Jalisco,1,5,4,1,Girls' Apparel,1
2017-03-26 23:33:00,2017-03-31 23:33:00,Standard Class,Central America,Panamá,Panamá,3,5,4,1,Girls' Apparel,1
2017-02-06 13:27:00,2017-02-09 13:27:00,Standard Class,Central America,México,Sonora,2,3,4,0,Women's Apparel,0
2017-03-31 16:43:00,2017-04-03 16:43:00,Standard Class,Central America,México,México,3,3,4,0,Women's Apparel,0
2017-04-24 03:43:00,2017-04-29 03:43:00,Standard Class,South America,Brasil,Santa Catarina,4,5,4,1,Shop By Sport,1
2017-03-31 14:58:00,2017-04-03 14:58:00,Standard Class,Central America,Honduras,Francisco Morazán,3,3,4,0,Shop By Sport,0
2015-03-28 00:13:00,2015-04-01 00:13:00,Standard Class,Central America,Guatemala,Guatemala,3,4,4,0,Shop By Sport,0
2015-03-22 16:21:00,2015-03-26 16:21:00,Standard Class,Central America,Honduras,Atlántida,3,4,4,0,Women's Apparel,0
2015-01-06 08:13:00,2015-01-09 08:13:00,Standard Class,South America,Venezuela,Monagas,1,3,4,0,Shop By Sport,0
2017-02-03 05:14:00,2017-02-07 05:14:00,Standard Class,South America,Brasil,Amazonas,2,4,4,0,Women's Apparel,0
2015-01-27 00:39:00,2015-02-01 00:39:00,Standard Class,South America,Brasil,São Paulo,1,5,4,1,Women's Apparel,1
2017-05-30 11:22:00,2017-06-02 11:22:00,Standard Class,Caribbean,Cuba,Santiago de Cuba,5,3,4,0,Shop By Sport,0
2015-04-09 21:35:00,2015-04-11 21:35:00,Standard Class,Central America,México,Puebla,4,2,4,0,Women's Apparel,0
2015-03-07 11:38:00,2015-03-10 11:38:00,Standard Class,Central America,Guatemala,Guatemala,3,3,4,0,Women's Apparel,0
2015-05-22 07:20:00,2015-05-24 07:20:00,Standard Class,Central America,Guatemala,Huehuetenango,5,2,4,0,Women's Apparel,0
2017-06-07 12:25:00,2017-06-11 12:25:00,Standard Class,Central America,Guatemala,Guatemala,6,4,4,0,Shop By Sport,0
2017-02-16 00:50:00,2017-02-18 00:50:00,Standard Class,Central America,El Salvador,San Salvador,2,2,4,0,Girls' Apparel,0
2017-02-06 20:07:00,2017-02-08 20:07:00,Standard Class,South America,Brasil,São Paulo,2,2,4,0,Shop By Sport,0
2015-03-10 00:15:00,2015-03-16 00:15:00,Standard Class,South America,Argentina,Santa Fe,3,6,4,1,Shop By Sport,1
2015-02-21 15:31:00,2015-02-26 15:31:00,Standard Class,South America,Brasil,Paraná,2,5,4,1,Women's Apparel,1
2017-02-16 00:50:00,2017-02-18 00:50:00,Standard Class,Central America,El Salvador,San Salvador,2,2,4,0,Women's Apparel,0
2017-03-06 09:13:00,2017-03-10 09:13:00,Standard Class,South America,Brasil,São Paulo,3,4,4,0,Women's Apparel,0
2015-04-09 21:35:00,2015-04-11 21:35:00,Standard Class,Central America,México,Puebla,4,2,4,0,Shop By Sport,0
2017-02-06 01:54:00,2017-02-11 01:54:00,Standard Class,Central America,México,Morelos,2,5,4,1,Shop By Sport,1
2017-05-31 02:47:00,2017-06-02 02:47:00,Standard Class,Central America,Guatemala,Guatemala,5,2,4,0,Women's Apparel,0
2015-05-04 15:04:00,2015-05-10 15:04:00,Standard Class,Central America,Guatemala,Chimaltenango,5,6,4,1,Electronics,1
2015-03-25 08:49:00,2015-03-28 08:49:00,Standard Class,South America,Brasil,Goiás,3,3,4,0,Accessories,0
2015-05-16 21:00:00,2015-05-21 21:00:00,Standard Class,South America,Brasil,Minas Gerais,5,5,4,1,Golf Balls,1
2015-04-29 03:41:00,2015-05-05 03:41:00,Standard Class,South America,Colombia,Bogotá,4,6,4,1,Electronics,1
2018-01-12 19:59:00,2018-01-15 19:59:00,Standard Class,South Asia,India,Chhattisgarh,1,3,4,0,Sporting Goods,0
2018-01-12 19:38:00,2018-01-14 19:38:00,Standard Class,Eastern Asia,China,Shandong,1,2,4,0,Sporting Goods,0
2018-01-12 19:17:00,2018-01-18 19:17:00,Second Class,Eastern Asia,China,Shandong,1,6,2,1,Sporting Goods,1
2018-01-12 18:56:00,2018-01-17 18:56:00,Standard Class,South Asia,Afganistán,Herat,1,5,4,1,Sporting Goods,1
2018-01-12 18:35:00,2018-01-16 18:35:00,Standard Class,South Asia,Afganistán,Herat,1,4,4,0,Sporting Goods,0
2018-01-12 18:14:00,2018-01-15 18:14:00,Standard Class,South Asia,Afganistán,Herat,1,3,4,0,Sporting Goods,0
2018-01-12 17:53:00,2018-01-14 17:53:00,Standard Class,Oceania,Australia,Nueva Gales del Sur,1,2,4,0,Sporting Goods,0
2018-01-12 17:32:00,2018-01-18 17:32:00,Second Class,Southeast Asia,Indonesia,Java Occidental,1,6,2,1,Sporting Goods,1
2018-01-12 17:11:00,2018-01-17 17:11:00,Standard Class,Oceania,Australia,Nueva Gales del Sur,1,5,4,1,Sporting Goods,1
2018-01-12 16:50:00,2018-01-14 16:50:00,First Class,Eastern Asia,China,Shaanxi,1,2,1,1,Sporting Goods,1
2018-01-12 16:29:00,2018-01-15 16:29:00,Standard Class,Eastern Asia,China,Shaanxi,1,3,4,0,Sporting Goods,0
2018-01-12 16:08:00,2018-01-14 16:08:00,Standard Class,Eastern Asia,China,Shaanxi,1,2,4,0,Sporting Goods,0
2018-01-12 15:47:00,2018-01-18 15:47:00,Standard Class,Eastern Asia,China,Shaanxi,1,6,4,1,Sporting Goods,1
2018-01-12 15:26:00,2018-01-17 15:26:00,Standard Class,South Asia,India,Madhya Pradesh,1,5,4,1,Sporting Goods,1
2018-01-12 15:05:00,2018-01-16 15:05:00,Standard Class,South Asia,India,Madhya Pradesh,1,4,4,0,Sporting Goods,0
2018-01-12 14:44:00,2018-01-15 14:44:00,Standard Class,Southeast Asia,Indonesia,Kalimantan Oriental,1,3,4,0,Sporting Goods,0
2018-01-12 14:23:00,2018-01-14 14:23:00,Standard Class,Southeast Asia,Indonesia,Kalimantan Oriental,1,2,4,0,Sporting Goods,0
2018-01-12 14:02:00,2018-01-18 14:02:00,Second Class,Southeast Asia,Indonesia,Kalimantan Oriental,1,6,2,1,Sporting Goods,1
2018-01-12 13:41:00,2018-01-17 13:41:00,Standard Class,Southeast Asia,Indonesia,Kalimantan Oriental,1,5,4,1,Sporting Goods,1
2018-01-12 13:20:00,2018-01-16 13:20:00,Standard Class,South Asia,India,Maharashtra,1,4,4,0,Sporting Goods,0
2018-01-12 12:59:00,2018-01-15 12:59:00,Standard Class,South Asia,India,Maharashtra,1,3,4,0,Sporting Goods,0
2018-01-12 12:38:00,2018-01-14 12:38:00,First Class,South Asia,India,Maharashtra,1,2,1,1,Sporting Goods,1
2018-01-12 12:17:00,2018-01-14 12:17:00,First Class,South Asia,India,Maharashtra,1,2,1,1,Sporting Goods,1
2018-01-12 11:56:00,2018-01-14 11:56:00,First Class,South Asia,India,Maharashtra,1,2,1,1,Sporting Goods,1
2018-01-12 11:35:00,2018-01-14 11:35:00,First Class,Eastern Asia,China,Shandong,1,2,1,1,Sporting Goods,1
2018-01-12 11:14:00,2018-01-12 23:14:00,Same Day,Southeast Asia,Indonesia,Yogyakarta,1,0,0,0,Sporting Goods,0
2018-01-12 10:53:00,2018-01-12 22:53:00,Same Day,Southeast Asia,Indonesia,Yogyakarta,1,0,0,0,Sporting Goods,0
2018-01-12 10:32:00,2018-01-12 22:32:00,Same Day,Oceania,Australia,Queensland,1,0,0,0,Sporting Goods,0
2018-01-12 10:11:00,2018-01-17 10:11:00,Standard Class,Oceania,Australia,Queensland,1,5,4,1,Sporting Goods,1
2018-01-12 09:50:00,2018-01-16 09:50:00,Standard Class,Oceania,Australia,Queensland,1,4,4,0,Sporting Goods,0
2018-01-12 09:29:00,2018-01-15 09:29:00,Standard Class,Oceania,Australia,Queensland,1,3,4,0,Sporting Goods,0
2018-01-12 09:08:00,2018-01-14 09:08:00,Standard Class,Oceania,Australia,Queensland,1,2,4,0,Sporting Goods,0
2018-01-12 08:47:00,2018-01-18 08:47:00,Standard Class,Oceania,Australia,Queensland,1,6,4,1,Sporting Goods,1
2018-01-12 08:26:00,2018-01-17 08:26:00,Standard Class,Eastern Asia,China,Jilin,1,5,4,1,Sporting Goods,0
2018-01-12 08:05:00,2018-01-16 08:05:00,Second Class,Oceania,Australia,Australia Occidental,1,4,2,1,Sporting Goods,1
2018-01-12 07:44:00,2018-01-15 07:44:00,Standard Class,Oceania,Australia,Australia Occidental,1,3,4,0,Sporting Goods,0
